company,location,title,post_date,description,url,full_desc,seniority_level,employment_type,job_function,industries
The World Bank,Washington D.C. Metro Area,Consultant-CGE Modeler to study economic and distributional impacts of trade policy,2019-07-15,The Global Trade & Regional Integration Unit (GMTRI) is seeking a highly motivated and experienced economist to work under the ...,https://www.linkedin.com/jobs/view/consultant-cge-modeler-to-study-economic-and-distributional-impacts-of-trade-policy-at-the-world-bank-1353777972?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"The World BankWashington D.C. Metro Area 
BACKGROUND  
On January 1, 2018, the Economics, Finance and Institutions (EFI) Vice Presidency created the Macroeconomics, Trade and Investment (MTI) Global Practice. The MTI Global Practice is responsible for delivering analytic, advisory, financial and convening services in the areas of fiscal management, macroeconomics, growth, trade policy, regional integration, business regulation, and investment climate.  These services support various lines of work with our clients including: (i) the design and implementation of macro-fiscal frameworks that are aligned with the goals of reducing extreme poverty and boosting shared prosperity, and grounded in economic, social and environmental sustainability; (ii) the design and implementation of sustainable fiscal and debt policy, including on the effectiveness, efficiency, level and composition of government spending; (iii) growth analytics and policies to start, sustain and boost growth; and (iv) the analysis of the impact of external shocks and developments on growth and the government fiscal position, including, for example, terms of trade, global crisis and longer term issues such as population ageing. In addition, the MTI Global Practice is an important contributor to the integration of policies for growth, poverty reduction and shared prosperity.  
  
Trade is an engine of growth that creates jobs, reduces poverty and increases economic opportunity. Regional integration helps countries overcome divisions that impede the flow of goods, services, capital, people and ideas. The World Bank Group helps its client countries improve their access to developed country markets and enhance their participation in the world economy and promote regional integration through common physical and institutional infrastructure. The Global Trade and Regional Integration Unit (GMTRI) performs analytical work to inform the design of policies and institutions, provides technical assistance and advisory services to strengthen governments’ capacity to reap the gains from trade and integration, finances investment in infrastructure and institutions for regional integration, and catalyzes domestic and international dialogue.  
DUTIES AND RESPONSIBILITIES   
   
The Global Trade & Regional Integration Unit (GMTRI) is seeking a highly motivated and experienced economist to work under the supervision of the Unit’s Practice Manager and be part of the core team. The MCP will work mainly on its program to assess the economic and distributional impacts of trade policy in developing countries. The work program’s development objective is to inform World Bank clients about the ex-ante effects of changes in trade policy on macroeconomic aggregates and localized micro distributional effects. The program relies heavily on the use of computable general-equilibrium (CGE) models linked to micro-based household surveys. It is expected that you will be well-versed in performing advanced data management and familiar with trade policy modeling based on global computable general equilibrium models and microsimulations.You will contribute extensively to the development and the use of the CGE (LINKAGE, ENVISGAE) and microsimulations (distributional) module of the modeling framework. The type of trade policies for investigation include distributional impacts as well as the localized labor market effects of new FTAs such as the Comprehensive and Progressive Trans-Pacific Partnership, the Africa Continental Free-Trade Agreement, as well as the analysis of linkages between trade, sector of employment, gender and poverty feeding among others to the Trade and Gender report. Experience with programming in GAMS is required, while STATA is considered a strong asset. You will also work on the preparation of outputs and contribute to research on trade, gender, and poverty including co-authoring reports and research papers.The specific tasks will include but are not limited to: •Operate CGE models such as the GTAP and the LINKAGE models•Perform model expansions of models based in GAMS.•Lead and update the CGE macro-micro framework, including model extensions and documentation•Generate simulations of policy scenarios and analysis/interpretation of the results•Contribute to the development of the unit’s knowledge products, such as policy research working papers, reports, and policy briefs•Contribute to dissemination of results within the World Bank outlets•Present the results to the Clients in an accessible way focusing on intuition behind the results and policy recommendations  
Note: The selected candidate will not be assigned to programs involving his/her own government such as donor coordination and trust fund management.  
Selection Criteria  
•Master’s degree in Economics (PhD preferred) with a strong quantitative and computational background•At least 8 years of experience in trade policy analysis with a consistent record of independent analytical work (PhD counts for up to 3 years of work experience)•Demonstrated significant experience running computable general equilibrium (CGE) models such as GTAP, Linkage with working knowledge of the strengths and drawbacks of different modeling approaches and familiarity with the GTAP data base•Advanced programming skills in GAMS are required while programming in Stata would be highly desirable.•Demonstrated ability to coordinate contributions of members across various teams to complete a joint product. •Excellent oral and written communication skills in English with the ability to translate complex research findings into policy relevant language  
Note: The selected candidate will be offered a one-year appointment, renewable for an additional one year, at the discretion of the World Bank Group, and subject to a lifetime maximum ET Appointment of two years.  
The World Bank Group values diversity and encourages all qualified candidates who are nationals of World Bank Group member countries to apply, regardless of gender, gender identity, religion, race, ethnicity, sexual orientation, or disability.  Sub-Saharan African nationals, Caribbean nationals, and female candidates are strongly encouraged to apply. 
",Mid-Senior level,Full-time,"Other, Consulting, Research",International Trade and Development
UICGS / Bowhead Family of Companies,"Washington, D.C., DC, US",Visual Database Modeler with Security Clearance,2019-06-27,Â€¢ Strong interpersonal skills and good judgment with the ability to work alone or as part of a team as well as having a high level ...,https://www.linkedin.com/jobs/view/visual-database-modeler-with-security-clearance-at-uicgs-bowhead-family-of-companies-1385613121?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"UICGS / Bowhead Family of CompaniesWashington, D.C., DC, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology",Information Technology and Services
"Whitman, Requardt and Associates, LLP","Fairfax, VA, US",Travel Demand/Operations Modeler - VA0001691536,2019-06-22,The ideal candidate will have an understanding of travel demand model or operational model theory and experience in model development or ...,https://www.linkedin.com/jobs/view/travel-demand-operations-modeler-va0001691536-at-whitman-requardt-and-associates-llp-1337270359?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Whitman, Requardt and Associates, LLPFairfax, VA, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Construction, Architecture & Planning, Civil Engineering"
MDA Information Systems LLC,"McLean, VA, US",Python Modeler (Agent-based or Stochastic),2018-11-19,We are looking for a candidate with experience using mathematical and scientific modules. Radiant Solutions is looking for a Python ...,https://www.linkedin.com/jobs/view/python-modeler-agent-based-or-stochastic-at-mda-information-systems-llc-1022527523?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"MDA Information Systems LLCMcLean, VA, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Defense & Space, Computer Software"
"C&M Associates, Inc.","Arlington, VA, US",Travel Demand Modeler - Arlington,2019-06-27,Coordinate the collection of project data to support traffic and toll revenue studies; perform traffic and toll revenue project research;...,https://www.linkedin.com/jobs/view/travel-demand-modeler-arlington-at-c-m-associates-inc-1386886833?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"C&M Associates, Inc.Arlington, VA, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Civil Engineering, Mechanical or Industrial Engineering, Transportation/Trucking/Railroad"
Discover Corporation Ltd,"Riverwoods, IL, US",Modeler,2019-07-17,"It’s our mission to help people spend smarter, manage debt better and save more for a brighter financial future—and we provide ...",https://www.linkedin.com/jobs/view/modeler-at-discover-corporation-ltd-1395265344?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Discover Corporation LtdRiverwoods, IL, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Computer Software, Financial Services"
Optimized Solutions Limited,"Chicago, IL, US",SAP Hana Modeler,2019-07-23,"Experience defining systems strategy, developing systems requirements, designing and prototyping, testing, training, defining support ...",https://www.linkedin.com/jobs/view/sap-hana-modeler-at-optimized-solutions-limited-1402582312?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Optimized Solutions LimitedChicago, IL, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Computer & Network Security, Security and Investigations"
Ezra Penland Actuarial Recruitment,"Chicago, IL, US",Catastrophe Risk Modeler 86016,2019-07-21,"For Position 86016, Ezra Penland is searching for an experienced catastrophe risk modeler for our Chicago client. Or call us at (800) 580...",https://www.linkedin.com/jobs/view/catastrophe-risk-modeler-86016-at-ezra-penland-actuarial-recruitment-1384798108?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Ezra Penland Actuarial RecruitmentChicago, IL, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Staffing and Recruiting, Insurance, Financial Services"
Pryor Associates,"Chicago, IL, US",Catastrophe Modeler - PR10059,2019-07-31,"Ideal candidate has 2-3 years of catastrophe modeling experience involving the major model vendors (AIR, RMS and EQE), including ...",https://www.linkedin.com/jobs/view/catastrophe-modeler-pr10059-at-pryor-associates-1405020969?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Pryor AssociatesChicago, IL, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Insurance, Management Consulting"
R2 Technologies,"Lisle, IL, US",Clay Modeler,2019-07-25,The primary job function is to create 3D styling models (scale and full size) ranging from foam core mockups to highly detailed and ...,https://www.linkedin.com/jobs/view/clay-modeler-at-r2-technologies-1393071689?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"R2 TechnologiesLisle, IL, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Computer Software, Information Services"
Jobs @ TheJobNetwork,"Chicago, IL, US",Experienced Actuarial Modeler (Remote Opportunities),2019-08-02,Analytics is responsible for aligning with and contributing to corporate growth and profitability objectives by providing expert ...,https://www.linkedin.com/jobs/view/experienced-actuarial-modeler-remote-opportunities-at-jobs-%40-thejobnetwork-1406580990?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Jobs @ TheJobNetworkChicago, IL, US 
",Associate,Full-time,"Design, Art/Creative, Information Technology",Insurance
Allstate,"Chicago, IL, US",Experienced Actuarial Modeler (Remote Opportunities),2019-07-26,Analytics is responsible for aligning with and contributing to corporate growth and profitability objectives by providing expert ...,https://www.linkedin.com/jobs/view/experienced-actuarial-modeler-remote-opportunities-at-allstate-1397462310?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AllstateChicago, IL, US 
",Associate,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Insurance, Financial Services"
Brown and Caldwell,"Chicago, IL, US",Hydrologic/Hydraulic Modeler,2019-05-24,We are seeking a Hydrologic/Hydraulic Modeler with in-depth knowledge of evaluating the capacity of sewer systems with industry standard ...,https://www.linkedin.com/jobs/view/hydrologic-hydraulic-modeler-at-brown-and-caldwell-1323466312?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Brown and CaldwellChicago, IL, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Construction, Civil Engineering, Environmental Services"
Discover Corporation Ltd,"Riverwoods, IL, US",Modeler - P204742,2019-07-26,"Leverages extensive, deep technical knowledge and leadership skills to drive the development of data-science solutions, and implements ...",https://www.linkedin.com/jobs/view/modeler-p204742-at-discover-corporation-ltd-1395265293?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Discover Corporation LtdRiverwoods, IL, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Computer Software, Financial Services"
Pryor Associates,"Chicago, IL, US",Economic Capital Modeler (PR9253),2019-07-31,Ideal candidate has PhD or Masters in Financial Risk Management or related area and knowledge of Life Insurance and/or Annuities; ...,https://www.linkedin.com/jobs/view/economic-capital-modeler-pr9253-at-pryor-associates-1405023149?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Pryor AssociatesChicago, IL, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Insurance, Management Consulting"
Jobspring Partners,"Buffalo Grove, IL, US",Data Science Manager - Buffalo Grove,2019-04-10,"They are looking for this person to be well-versed with SAS, Python, and R, and have strong statistical modeling experience. Ideally, ...",https://www.linkedin.com/jobs/view/data-science-manager-buffalo-grove-at-jobspring-partners-1255767784?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Jobspring PartnersBuffalo Grove, IL, US 
",Mid-Senior level,Full-time,Other,"Information Technology and Services, Computer Software, Financial Services"
Optimized Solutions Limited,"Chicago, IL, US",SAP Hana Modeler,2019-07-23,"Experience defining systems strategy, developing systems requirements, designing and prototyping, testing, training, defining support ...",https://www.linkedin.com/jobs/view/sap-hana-modeler-at-optimized-solutions-limited-1397787549?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Optimized Solutions LimitedChicago, IL, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Computer & Network Security, Security and Investigations"
Discover Corporation Ltd,"Riverwoods, IL, US",Modeler - P204741,2019-07-26,"Leverages extensive, deep technical knowledge and leadership skills to drive the development of data-science solutions, and implements ...",https://www.linkedin.com/jobs/view/modeler-p204741-at-discover-corporation-ltd-1395264475?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Discover Corporation LtdRiverwoods, IL, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Computer Software, Financial Services"
Pryor Associates,"Chicago, IL, US",Catastrophe Modeler - PR10059,2019-07-01,"Ideal candidate has 2-3 years of catastrophe modeling experience involving the major model vendors (AIR, RMS and EQE), including ...",https://www.linkedin.com/jobs/view/catastrophe-modeler-pr10059-at-pryor-associates-1384797512?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Pryor AssociatesChicago, IL, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Insurance, Management Consulting"
Jobspring Partners,"Buffalo Grove, IL, US",Data Science Manager,2019-01-24,"What You Will Be Doing. They are looking for this person to be well-versed with SAS, Python, and R, and have strong statistical modeling ...",https://www.linkedin.com/jobs/view/data-science-manager-at-jobspring-partners-1074907773?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Jobspring PartnersBuffalo Grove, IL, US 
",Director,Full-time,Other,"Information Technology and Services, Computer Software, Internet"
Ezra Penland Actuarial Recruitment,"Chicago, IL, US",Catastrophe Modeler 83010,2019-06-27,"Requires 1+ years of catastrophe risk modeling experience, up to 4 years of experience. RMS and AIR software skills are a must. Apply to ...",https://www.linkedin.com/jobs/view/catastrophe-modeler-83010-at-ezra-penland-actuarial-recruitment-1384796556?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Ezra Penland Actuarial RecruitmentChicago, IL, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Staffing and Recruiting, Insurance, Financial Services"
pddninc.net,"Elk Grove Village, IL, US",SAP For HANA Modeler,2019-03-28,"Experience with SAP (Native) HANA data modeling, schema management, content import & export, data provisioning technology including SAP ...",https://www.linkedin.com/jobs/view/sap-for-hana-modeler-at-pddninc-net-1193193089?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"pddninc.netElk Grove Village, IL, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Computer Software, Financial Services"
Optimized Solutions Limited,"Chicago, IL, US",SAP Hana Modeler,2019-07-23,"Experience implementing SAP HANA Analytics, plus SAP S4 HANA, plus HANA Cloud Platform (HCP) - Cloud for Analytics, Digital Board Room, ...",https://www.linkedin.com/jobs/view/sap-hana-modeler-at-optimized-solutions-limited-1395824073?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Optimized Solutions LimitedChicago, IL, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Computer & Network Security, Security and Investigations"
Optimized Solutions Limited,"Chicago, IL, US",SAP Hana Modeler,2019-07-23,"Experience defining systems strategy, developing systems requirements, designing and prototyping, testing, training, defining support ...",https://www.linkedin.com/jobs/view/sap-hana-modeler-at-optimized-solutions-limited-1400460226?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Optimized Solutions LimitedChicago, IL, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Computer & Network Security, Security and Investigations"
Pryor Associates,"Chicago, IL, US",Economic Capital Modeler (PR9253),2019-07-01,Ideal candidate has PhD or Masters in Financial Risk Management or related area and knowledge of Life Insurance and/or Annuities; ...,https://www.linkedin.com/jobs/view/economic-capital-modeler-pr9253-at-pryor-associates-1384795721?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Pryor AssociatesChicago, IL, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Insurance, Management Consulting"
Optimized Solutions Limited,"Chicago, IL, US",SAP Hana Modeler,2019-07-23,"Experience defining systems strategy, developing systems requirements, designing and prototyping, testing, training, defining support ...",https://www.linkedin.com/jobs/view/sap-hana-modeler-at-optimized-solutions-limited-1405090848?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Optimized Solutions LimitedChicago, IL, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Computer & Network Security, Security and Investigations"
"Newcomb & Boyd, LLP","Atlanta, Georgia",Revit/CAD Modeler,2019-07-30,"Newcomb & Boyd, a multi-discipline engineering firm in Atlanta, Georgia is looking for a Revit/CAD Modeler for mechanical and electrical ...",https://www.linkedin.com/jobs/view/revit-cad-modeler-at-newcomb-boyd-llp-1403269402?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Newcomb & Boyd, LLPAtlanta, Georgia 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Revit/CAD Modeler, Atlanta, Georgia (0-5 years experience)  
Newcomb & Boyd, a multi-discipline engineering firm in Atlanta, Georgia is looking for a Revit/CAD Modeler for mechanical and electrical systems.  Thanks to the best and brightest engineers in our industry, we have provided innovative engineering solutions to shape the world for more than 95 years. Our team-focused environment encourages employee growth and development, offers responsibility to those willing to accept it, and provides technical coaches to help you engineer success.  
   Responsibilities  
   
Expertise  
",Entry level,Full-time,Engineering,Mechanical or Industrial Engineering
HDR,"Atlanta, GA, US",Utility Planning and Hydraulic Modeler – Water/Wastewater,2019-08-01,"HDR is looking for a Utility Planning and Hydraulic Modeler – Water/Wastewater to join our Water Business Group team in Atlanta, GA with...",https://www.linkedin.com/jobs/view/utility-planning-and-hydraulic-modeler-%E2%80%93-water-wastewater-at-hdr-1301609701?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"HDRAtlanta, GA, US 
",Mid-Senior level,Full-time,"Management, Manufacturing","Architecture & Planning, Civil Engineering, Design"
Thompson Technologies,"Atlanta, GA, US",Mathematical/Statistical Modeler,2019-06-21,What You Will Do. Strong experience performing research/data analysis with a strong focus on statistical and mathematical modeling. We ...,https://www.linkedin.com/jobs/view/mathematical-statistical-modeler-at-thompson-technologies-1347108131?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Thompson TechnologiesAtlanta, GA, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology",Information Technology and Services
HUNTER Technical Resources - htrjobs.com,"Atlanta, GA, US",CAT Risk Modeler,2019-06-14,The Catastrophe Strategy & Analysis group is seeking a CAT Risk Modeler to join our Strategic Research and Analytics team. The Team is ...,https://www.linkedin.com/jobs/view/cat-risk-modeler-at-hunter-technical-resources-htrjobs-com-1363626943?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"HUNTER Technical Resources - htrjobs.comAtlanta, GA, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Computer & Network Security, Computer Software"
"Faith Technologies, Inc.","Atlanta, GA, US",VDC Modeler,2019-06-25,"The ideal candidate would be able to read and interpret drawings, have knowledge of the electrical construction trade and of the National...",https://www.linkedin.com/jobs/view/vdc-modeler-at-faith-technologies-inc-1383301842?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Faith Technologies, Inc.Atlanta, GA, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Electrical/Electronic Manufacturing, Construction, Mechanical or Industrial Engineering"
Tetra Tech,"Atlanta, GA, US",Water Resources Engineer/Modeler,2019-04-04,"We are currently seeking a Water Resources Engineer/Modeler with expertise in modeling for our Atlanta, Georgia office. Are you looking ...",https://www.linkedin.com/jobs/view/water-resources-engineer-modeler-at-tetra-tech-1240754767?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Tetra TechAtlanta, GA, US 
",Entry level,Full-time,"Engineering, Information Technology","Civil Engineering, Oil & Energy, Renewables & Environment"
ClearanceJobs,"Beaver Creek, OR, US",System Architect / Modeler with Security Clearance,2019-07-14,"Experience with No Magic Cameo Systems Modeler, Enterprise Architect, Innoslate, and/or ViTech's CORE or Genesis tools (desired) Education:",https://www.linkedin.com/jobs/view/system-architect-modeler-with-security-clearance-at-clearancejobs-1380490907?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ClearanceJobsBeaver Creek, OR, US 
",Associate,Full-time,"Engineering, Information Technology",Defense & Space
"Interface Engineering, Inc.","Honolulu, Hawaii",Entry-Level Revit Modeler,2019-07-22,We are seeking an entry-level MEP Revit Modeler to join our growing Honolulu team. Interface Engineering is a progressive mechanical and ...,https://www.linkedin.com/jobs/view/entry-level-revit-modeler-at-interface-engineering-inc-1263701505?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Interface Engineering, Inc.Honolulu, Hawaii 
 
Interface Engineering is a progressive mechanical and electrical consultancy known for sensitive resource use, advanced building science tools, and commissioning services. We focus on innovative engineering solutions for high-performance projects, and provide technical expertise through design, construction, and operations. Our work demonstrates how creative collaboration can produce outstanding results for our clients and our communities.  
  
   
As MEP Revit Modeler, your responsibilities will include, but may not be limited to:  
  
  
Qualifications for this role include:  
  
  
   
H1-B Sponsorship and/or transfer has not been approved for this particular job role.  
   
Interface strives to continuously provide staff the right tools and culture to do their best work. We promote from within, offer mentorship and continuing education, and utilize the most advanced technologies – guiding practices that allow us to create optimal environments for our team members as well as our projects. To learn more about us and our benefits, please read:http://www.interfaceengineering.com/uploads/general/updated-benefits-summary-one-page.pdf  
  
It is the policy of IEI provide equal employment opportunities (EEO) to all employees and applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, protected veteran status or any other applicable federal or state-protected classification. 
",Entry level,Full-time,"Design, Engineering, Other","Mechanical or Industrial Engineering, Architecture & Planning, Construction"
