company,location,title,post_date,description,url,full_desc,seniority_level,employment_type,job_function,industries
DiscoverOrg,"805 Broadway St. Suite 900, Vancouver, WA 98660, US",Senior Data Engineer,2019-07-17,We’re looking for individuals who want to challenge the way we are currently doing things while working with a highly collaborative team...,https://www.linkedin.com/jobs/view/senior-data-engineer-at-discoverorg-1297456763?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"DiscoverOrg805 Broadway St. Suite 900, Vancouver, WA 98660, US 
 
Overview:  
Two years ago, DiscoverOrg’s database had less than a million contacts. Today we are at 175 million, and that’s the tip of the iceberg. Our data is big and our goals are bigger -- to become the best Sales and Marketing Intelligence platform in the world.  
To grow this fast this quickly, DiscoverOrg must implement and incrementally improve a repeatable process that scrutinizes every piece of data entering our system. This will ensure our customers have the best possible information to help them go to market. We’re looking for individuals who want to challenge the way we are currently doing things while working with a highly collaborative team to bring new ideas to the table as we prepare to scale in the coming years.  
  
  
  
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Information Services, Computer Software"
DomainTools,"Portland, Oregon, United States",Senior Software Engineer,2019-07-12,"Ideally, you’ll also have dabbled in other languages so you can bring those skills to bear as needed. Strong Python skills, plus ...",https://www.linkedin.com/jobs/view/senior-software-engineer-at-domaintools-1351624065?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"DomainToolsPortland, Oregon, United States 
 
DomainTools is seeking a Senior Software Engineer to work in a position dedicated to integration of our data and systems into other security products. As our Senior Integration Engineer, you’ll build and extend a suite of software projects ranging from integration apps built in specific frameworks to plugins and pull requests for open source projects. You’ll dive in, learn how the third-party product works, master it’s app dev framework, and then add new capabilities built on DomainTools’ amazing DNS and domain profile data. You’ll also have opportunities to contribute code to our core products as we work to integrate them directly with the security products our customers already use to defend their networks. We’re always busy creating relationships with big security software vendors and emerging security product companies, and that means more integration apps and plugins for you to build and APIs to talk to. 
 
This diverse set of opportunities makes this job exciting - you’ll likely have an entirely different context to work in every few weeks, and you'll have the opportunity to thrive by learning new APIs, new frameworks, and new security products. Most of this work is done in Python, PHP or in our JavaScript stack which is based on AngularJS and React. Ideally, you’ll also have dabbled in other languages so you can bring those skills to bear as needed. 
 
This is full-time permanent position in our offices in Seattle (Belltown). 
 
Job Responsibilities 
 
 
Key Applicant Qualifications: 
 
Company Overview 
 
DomainTools helps security analysts turn threat data into threat intelligence. We take indicators from your network, including domains and IPs, and connect them with nearly every active domain on the Internet. Those connections inform risk assessments, help profile attackers, guide online fraud investigations, and map cyber activity to attacker infrastructure. Fortune 1000 companies, global government agencies, and leading security solution vendors use the DomainTools platform as a critical ingredient in their threat investigation and mitigation work. We are located in Belltown (downtown Seattle) in a very cool office staffed with smart and energetic co-workers. We provide great benefits and some outstanding perks. 
 
DomainTools is an Equal Opportunity Employer. 
",Mid-Senior level,Full-time,"Engineering, Information Technology","Internet, Computer & Network Security, Computer Software"
Auth0,"Portland, OR, US",Data Engineer,2019-08-01,"That’s what we do. Our mission is to simplify developers' lives, improve security, and reduce identity TCO for our enterprise customers,...",https://www.linkedin.com/jobs/view/data-engineer-at-auth0-1395329913?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Auth0Portland, OR, US 
",Mid-Senior level,Full-time,"Information Technology, Engineering","Computer Software, Computer & Network Security, Information Technology and Services"
Cypress HCM,"Portland, Oregon Area",Data Engineer,2019-07-31,3+ years of experience developing data integration pipelines in an Enterprise Data Warehouse environment (Microsoft stack preferred; SSI ...,https://www.linkedin.com/jobs/view/data-engineer-at-cypress-hcm-1356157884?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Cypress HCMPortland, Oregon Area 
Responsibilities:  
  
Qualifications:  
",Mid-Senior level,Full-time,Design,Food & Beverages
Digital Trends,"Portland, OR, US",Associate Data Engineer,2019-07-14,"Who We Are Looking For. We are looking for a self-motivated, dynamic Associate Data Engineer to maintain Digital Trends' BI datastores as...",https://www.linkedin.com/jobs/view/associate-data-engineer-at-digital-trends-1371468099?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Digital TrendsPortland, OR, US 
",Associate,Full-time,Information Technology,Publishing
Amazon Web Services (AWS),"Portland, OR, US",AWS Security Assurance Data Engineer,2019-08-01,"We are looking for a talented, self-motivated Data Engineer who possesses strong technical abilities combined with a passion for ...",https://www.linkedin.com/jobs/view/aws-security-assurance-data-engineer-at-amazon-web-services-aws-1406203456?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Amazon Web Services (AWS)Portland, OR, US 
",Not Applicable,Full-time,"Strategy/Planning, Analyst, Information Technology","Computer Software, Information Technology and Services, Internet"
Intel Corporation,"Hillsboro, OR, US",JR0113022 - Data Scientist/Big Data Engineer,2019-07-20,"The group is responsible for NVM technology design and development, complete Solid State Drive (SSD) system hardware and firmware ...",https://www.linkedin.com/jobs/view/jr0113022-data-scientist-big-data-engineer-at-intel-corporation-1382716032?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Intel CorporationHillsboro, OR, US 
",Entry level,Full-time,"Engineering, Information Technology","Electrical/Electronic Manufacturing, Information Technology and Services, Computer Software"
ProFocus,"Hillsboro, OR, US",Data Engineer - Hillsboro,2019-06-16,"We invest the time to learn about your skills, experience, and career goals in detail so we can find you a position that is a great fit. ...",https://www.linkedin.com/jobs/view/data-engineer-hillsboro-at-profocus-1327016171?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ProFocusHillsboro, OR, US 
",Entry level,Contract,Information Technology,"Information Technology and Services, Computer Software, Internet"
VanderHouwen,"Portland, OR, US",Data Engineer,2019-07-16,"Our client is looking for a contract Data Engineer to assist the Enterprise Data Management team in the design, development and support ...",https://www.linkedin.com/jobs/view/data-engineer-at-vanderhouwen-1388369947?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"VanderHouwenPortland, OR, US 
",Entry level,Full-time,Information Technology,"Information Technology and Services, Computer Software, Financial Services"
Perfect Company,"Vancouver, Washington",Senior Data Engineer,2019-07-17,"We are looking for a Senior Data Engineer. Solid AWS knowledge (EC2, S3, EFS, RDS, DynamoDB, Lambda, Redshift, Kinesis), with hands-on ...",https://www.linkedin.com/jobs/view/senior-data-engineer-at-perfect-company-1358334505?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Perfect CompanyVancouver, Washington 
 
We are looking for a Senior Data Engineer. This is an opportunity to get involved early in a project and contribute significantly to the development of a disruptive restaurant technology. You will be working closely with App Developers and a Business Insights team to build data-driven mobile and web applications with extensive analytics around kitchen operations. 
 
What you'll do 
 
 
Required Qualifications 
 
 
Who we are 
 
Perfect Company is located in downtown Vancouver, WA. We make smart products for the kitchen. Check out our website makeitperfectly.com. We are now expanding our reach from the home kitchen to the commercial kitchen, offering automated kitchen workflow and business insights into kitchen operations. We are a small but growing company. Our employees work in small teams and need to manage their time and plan tasks to meet deadlines. There is a great deal of autonomy, coupled with the satisfaction of contributing significantly to a project.  
 
Compensation 
 
 
We are not prepared to sponsor H-1B visas. Please, no recruiters or agencies. 
",Mid-Senior level,Full-time,Engineering,"Consumer Electronics, Computer Software"
"Centizen, Inc.","Portland, OR, US",Data Engineer- CSWJP00000801,2019-07-30,"Client Sportswear Company is looking for a contract Data Engineer to assist the Enterprise Data Management team in the design, ...",https://www.linkedin.com/jobs/view/data-engineer-cswjp00000801-at-centizen-inc-1403012831?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Centizen, Inc.Portland, OR, US 
",Entry level,Full-time,Information Technology,"Information Technology and Services, Computer Software, Financial Services"
Jobs @ TheJobNetwork,"Portland, OR, US",Python Data Engineer,2019-08-02,"Excellent verbal and written communication skills, able to communicate accurately, concisely and with tact and diplomacy when appropriate.",https://www.linkedin.com/jobs/view/python-data-engineer-at-jobs-%40-thejobnetwork-1406608495?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Jobs @ TheJobNetworkPortland, OR, US 
",Entry level,Full-time,Information Technology,Information Technology and Services
ieSolutions,"Portland, OR, US",Data Engineer,2019-07-22,"If you are you interested in applying Data Engineering, Data Streaming and Big Data Technology along with Machine Learning to help ...",https://www.linkedin.com/jobs/view/data-engineer-at-iesolutions-1387602795?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ieSolutionsPortland, OR, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
",Entry level,Full-time,Information Technology,"Information Technology and Services, Computer Software, Financial Services"
Providence Health & Services,"Beaverton, OR, US",Data Engineer - PSJH,2019-06-28,"Our employees create the Providence Experience through simple, caring behaviors such as acknowledging and welcoming each visitor, ...",https://www.linkedin.com/jobs/view/data-engineer-psjh-at-providence-health-services-1389507896?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Providence Health & ServicesBeaverton, OR, US 
",Entry level,Full-time,Information Technology,"Nonprofit Organization Management, Health, Wellness and Fitness, Hospital & Health Care"
Airbnb,"Portland, OR, US",CS Data Integration Engineer,2019-07-11,"Whether an apartment for a night, a castle for a week, or a villa for a month, Airbnb allows people to Belong Anywhere through unique ...",https://www.linkedin.com/jobs/view/cs-data-integration-engineer-at-airbnb-1160309637?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AirbnbPortland, OR, US 
",Not Applicable,Full-time,Information Technology,"Hospitality, Internet, Leisure, Travel & Tourism"
"Motus Recruiting and Staffing, Inc.","Portland, Oregon",Sr. Stream Data Engineer,2019-07-10,We are seeking a Sr. Stream Data Engineer for a well-known health care company in Portland OR Seattle. 4+ years of experience with big ...,https://www.linkedin.com/jobs/view/sr-stream-data-engineer-at-motus-recruiting-and-staffing-inc-1348395668?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Motus Recruiting and Staffing, Inc.Portland, Oregon 
We are seeking a Sr. Stream Data Engineer for a well-known health care company in Portland OR Seattle. This is a 6-month contract to hire role that will assist in building a streaming event platform - This solution will ingest a continuous stream of undifferentiated operational events from various systems and translate them into a stream of business meaningful events to trigger downstream operations and populate analytics stores. The initial version will support core health plan operational event domains such as claims or membership.   Requirements:  
 • Kafka (for stream processing and event sourcing as well as message broker) • Apache Flink (or Spark Streaming/Storm/Samza) • Amazon Web Services • CICD • Java • RESTful APIs • 4+ years of experience with big data processing a streaming solution • Experience building Cloud Native applications on AWS • Messaging systems (SNS/SQS or others) preferred • Scala preferred • Avro preferred • Containers preferred • HealthPlan Operations preferred    All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, citizenship, disability or protected veteran status. 
",Mid-Senior level,Full-time,"Engineering, Information Technology",Hospital & Health Care
Perficient,"Portland, OR, US",Big Data Developer / Engineer,2019-07-10,"Perficient is on a mission to help the Healthcare industry take advantage of modern data and analytics architectures, tools, and patterns...",https://www.linkedin.com/jobs/view/big-data-developer-engineer-at-perficient-1366363973?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PerficientPortland, OR, US 
",Mid-Senior level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Information Technology and Services, Computer Software"
Aurum Data Solutions,"Portland, OR, US",Python Data Engineer,2019-07-31,"Excellent verbal and written communication skills, able to communicate accurately, concisely and with tact and diplomacy when appropriate.",https://www.linkedin.com/jobs/view/python-data-engineer-at-aurum-data-solutions-1405145446?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Aurum Data SolutionsPortland, OR, US 
",Entry level,Full-time,Information Technology,"Information Technology and Services, Computer Software, Retail"
Perfect Brasil,"Vancouver, WA, US",Senior Data Engineer,2019-07-21,"SQLite and NuoDB experience are a plus.Strong software development skills in at least one of the following: Python, Java, C#, C++. We are...",https://www.linkedin.com/jobs/view/senior-data-engineer-at-perfect-brasil-1405049877?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Perfect BrasilVancouver, WA, US 
",Associate,Full-time,Information Technology,Automotive
Hussmann,"Portland, OR, US",Data Scientist-StoreConnect,2019-06-27,4+ years of data analysis experience using Python and supporting analysis tools; experience with NumPy programming preferred. Experience ...,https://www.linkedin.com/jobs/view/data-scientist-storeconnect-at-hussmann-1345629027?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"HussmannPortland, OR, US 
",Entry level,Full-time,"Engineering, Information Technology","Electrical/Electronic Manufacturing, Construction, Mechanical or Industrial Engineering"
Big Cloud,"Portland, Oregon Area",Data Scientist,2019-07-31,"They are seeking to recruit a Data Scientist. Big Data / real-time data processing platform experience (Spark, Hadoop, Flink, etc) Are ...",https://www.linkedin.com/jobs/view/data-scientist-at-big-cloud-1403944886?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Big CloudPortland, Oregon Area 
 
Are you a Data Scientist with client facing experience? Can you design and deliver machine learning solutions to clients? Do you want to work or one of the hottest AI companies?  
   
One of the worlds most successful AI companies is expanding their customer facing solutions and services practice. They are seeking to recruit a Data Scientist.  
   
You'll be responsible for managing client data science projects including; demonstrations, developong proof of concepts, managing success criteria and training users.  
   
Other responsibilities will include:  
  
You'll have…  
  
Ideally…  
",Mid-Senior level,Full-time,"Information Technology, Engineering",Computer Software
NAVIS,"Portland, Oregon, United States",Senior Data Engineer,2019-07-18,Our Guest Experience Platform team is seeking an outstanding Senior Data Engineer to play a lead role in the building and running of the...,https://www.linkedin.com/jobs/view/senior-data-engineer-at-navis-1091786116?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"NAVISPortland, Oregon, United States 
 
Be a critical element of what sets NAVIS apart from everyone else! Join the power behind the best-in-class Hospitality CRM software and services that unifies hotel reservations and marketing teams around their guest data to drive more bookings and revenue.  
  
Our Guest Experience Platform team is seeking an outstanding Senior Data Engineer to play a lead role in the building and running of the modern data and machine learning platform that powers our products and services. In this role, you will responsible for building the analytical data pipeline, data lake, real-time data streaming services, complex data engineering, and machine learning applications. You should be passionate about technology and complex big data business challenges. You can have a huge impact on everything from the functionality we deliver for our clients, to the architecture of our systems, to the technologies that we are adopting.  
DUTIES & RESPONSIBILITIES:  
   
POSITION LOCATION:  
This position can be based remotely in the Portland, Oregon area, or it can be based in our Bend, Oregon offices.     
   
QUALIFICATIONS:  
  
DESIRED, BUT NOT REQUIRED SKILLS:  
  
NAVIS OFFERS:  
  
NAVIS is an Equal Opportunity Employer (EOE). 
",Mid-Senior level,Full-time,"Engineering, Information Technology","Hospitality, Computer Software, Internet"
"Aroghia Group, LLC","Hillsboro, OR, US",Lead Data Engineer,2019-06-29,4+ years of experience with data engineering with emphasis on data analytics and reporting. Deep understanding and experience developing ...,https://www.linkedin.com/jobs/view/lead-data-engineer-at-aroghia-group-llc-1390610485?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Aroghia Group, LLCHillsboro, OR, US 
",Associate,Full-time,Information Technology,"Information Technology and Services, Computer Software, Financial Services"
Hitachi Capital America Corp.,"Hillsboro, OR, US",Data Scientist II,2019-06-25,"M.S. or Ph.D. in electrical engineering, mechanical engineering, computer science, mathematics, statistics, physics, chemistry, chemical ...",https://www.linkedin.com/jobs/view/data-scientist-ii-at-hitachi-capital-america-corp-1382445987?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Hitachi Capital America Corp.Hillsboro, OR, US 
",Associate,Full-time,"Engineering, Information Technology",Financial Services
Nike,"Portland, OR, US",SR DATA SCIENTIST,2019-07-27,We are looking for scientists with tech industry experience to help build our core data products and machine learning and statistical ...,https://www.linkedin.com/jobs/view/sr-data-scientist-at-nike-1383675864?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"NikePortland, OR, US 
",Associate,Full-time,Other,"Apparel & Fashion, Consumer Goods, Retail"
ManTech,"Wahiawā, HI, US",Shore Network Engineer,2019-07-25,"Total 8 years in related C4I networking required, with recent experience with DoD Information Assurance/CND systems and policies and ...",https://www.linkedin.com/jobs/view/shore-network-engineer-at-mantech-1393260882?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ManTechWahiawā, HI, US 
",Entry level,Full-time,Information Technology,"Information Technology and Services, Defense & Space, Computer Software"
Carbon Lighthouse,"Honolulu, Hawaii",Field Engineer,2019-07-23,"You will have installation, commissioning/testing, controls, or other field work experience and strong mechanical aptitude, and be ...",https://www.linkedin.com/jobs/view/field-engineer-at-carbon-lighthouse-1345843840?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Carbon LighthouseHonolulu, Hawaii 
Target Start Date: March 1st, 2019  
Reports To: Director of Engineering | Data Acquisition Group  
Locations:  San Francisco, CA, Los Angeles, CA, and New York, NY  
  
Carbon Lighthouse is looking for driven and smart Field Engineers to join our Data Acquisition Group, the group responsible for collecting and delivering site information that enables us to provide our clean energy service in buildings.  
  
We’re looking for people to innovate our technology and energy service, and help us grow our national presence. As a Field Engineer you will directly influence how we operate, focusing on improvements like: gathering accurate data more quickly, making field work more efficient and effective, improving feasibility checks, and applying new strategies to maximize energy savings potential. Your initial career path will be primarily field-focused with many growth opportunities for specialization as our company expands.  
  
You will have installation, commissioning/testing, controls, or other field work experience and strong mechanical aptitude, and be excited by complex, open-ended, and real-world engineering challenges. You genuinely enjoy working on collaborative teams, and want to be involved in large scale projects that require long term effort. You enjoy real world field implementation work and project coordination, and you think beyond existing processes in search of better methods.  
  
Your role will be based out of San Francisco, Los Angeles, or New York City, and will require traveling locally and nationally on a regular basis.  
  
  
Responsibilities:  
  
Required Qualifications:  
  
Bonus Qualifications:  
  
Compensation and Benefits:  
  
Carbon Lighthouse is an equal employment opportunity employer and considers qualified applicants without regard to gender, sexual orientation, gender identity, race, veteran or disability status.   
If you’re excited about our environmental mission and this looks like a fit, you should apply! Please fill out the brief application form and be prepared to submit three references at a later date. 
",Associate,Full-time,"Engineering, Project Management",Renewables & Environment
Philips,"Honolulu, HI, US","Field Service Engineer 3 (Home-Based: Honolulu, HI)",2019-07-14,"To succeed in this role, you should have the following skills and experience. Philips is seeking a M&ATC Field Service Engineer to be ...",https://www.linkedin.com/jobs/view/field-service-engineer-3-home-based-honolulu-hi-at-philips-1371949086?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PhilipsHonolulu, HI, US 
",Not Applicable,Full-time,Information Technology,Hospital & Health Care
Booz Allen Hamilton,"Honolulu, HI, US",Data Scientist,2019-07-05,"You’ll have access to a wealth of training resources through our Analytics University, an online learning portal specifically geared ...",https://www.linkedin.com/jobs/view/data-scientist-at-booz-allen-hamilton-1355384704?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Booz Allen HamiltonHonolulu, HI, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Financial Services"
Research Innovations Incorporated,"Honolulu, HI, US",Data Scientist,2019-06-09,What You Will Be Doing. What You Have Done. Our team is currently seeking Data Scientist for a position at INDOPACOM. If you are a sharp ...,https://www.linkedin.com/jobs/view/data-scientist-at-research-innovations-incorporated-1354596922?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Research Innovations IncorporatedHonolulu, HI, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Defense & Space, Computer Software"
